bhcmis_id,organization,site_name,city,county,type,latitude,longitude,total_patients,uninsured,medicaid,pct_uninsured,pct_medicaid
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",UMPQUA COMM HLTH CTR @ DRAIN,Drain,Douglas,Federally Qualified Health Center (FQHC),43.66231419,-123.31794136,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
105600,MOSAIC COMMUNITY HEALTH,Mountain View School-Based Health Center,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.07777194,-121.26566028,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Medical Clinic,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),45.43244549,-117.28586383,5705.0,378.0,1897.0,0.06625766871165645,0.3325153374233129
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Coastal Family Health Center Admin Office,Astoria,Clatsop,Federally Qualified Health Center (FQHC),46.19464451,-123.79722604,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
107920,LANE COUNTY OREGON,South Lane Clinic,Cottage Grove,Lane,Federally Qualified Health Center (FQHC),43.78775113,-123.07163536,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
102970,ROGUE COMMUNITY HEALTH,East McAndrews Suite 102,Medford,Jackson,Federally Qualified Health Center (FQHC),42.34105078,-122.86824756,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
107200,COLUMBIA RIVER HEALTH,Columbia River Health,Boardman,Morrow,Federally Qualified Health Center (FQHC),45.82923896,-119.70399227,3593.0,267.0,1467.0,0.07431116059003619,0.4082939048149179
105600,MOSAIC COMMUNITY HEALTH,Mobile Clinic,Prineville,Crook,Federally Qualified Health Center (FQHC),44.30361352,-120.84911582,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
107660,CENTRAL CITY CONCERN,Old Town Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52285735,-122.67801515,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
102910,"KLAMATH HEALTH PARTNERSHIP, INC.",SBHC-Mazama High,Klamath Falls,Klamath,Federally Qualified Health Center (FQHC),42.19792786,-121.73772085,9182.0,1116.0,4014.0,0.12154214768024396,0.43715966020474845
10E00467,ADAPT,Bandon Community Health Center,Bandon,Coos,Federally Qualified Health Center (FQHC),43.11940843,-124.39980592,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
107920,LANE COUNTY OREGON,Riverstone Clinic,Springfield,Lane,Federally Qualified Health Center (FQHC),44.05928846,-122.99471086,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
107660,CENTRAL CITY CONCERN,Mobile Service Unit 2,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.5161012,-122.66242674,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
102970,ROGUE COMMUNITY HEALTH,Behavioral/Integrative Health Services,Medford,Jackson,Federally Qualified Health Center (FQHC),42.32769087,-122.86274551,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Student Health & Wellness Center at Southern Oregon University,Ashland,Jackson,Federally Qualified Health Center (FQHC),42.18473654,-122.69176466,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
10E00467,ADAPT,FQHC Diamond Lake Blvd,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.21296774,-123.3134013,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Orchard Hill Elementary School,Medford,Jackson,Federally Qualified Health Center (FQHC),42.30917478,-122.83152678,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER- MCMINNVILLE,Mcminnville,Yamhill,Federally Qualified Health Center (FQHC),45.20127998,-123.16085402,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Joseph,Joseph,Wallowa,Federally Qualified Health Center (FQHC),45.35556337,-117.23046943,5705.0,378.0,1897.0,0.06625766871165645,0.3325153374233129
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Phoenix Elementary School,Phoenix,Jackson,Federally Qualified Health Center (FQHC),42.2728417,-122.82006897,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",UCHC Denture Lab,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.22691858,-123.35572304,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
102910,"KLAMATH HEALTH PARTNERSHIP, INC.",CHILOQUIN OPEN DOOR FAMILY PRAC.,Chiloquin,Klamath,Federally Qualified Health Center (FQHC),42.47633756,-121.40882473,9182.0,1116.0,4014.0,0.12154214768024396,0.43715966020474845
107660,CENTRAL CITY CONCERN,Evergreen Crossing,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.5326009,-122.57815215,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Beaverton School Based Health Center,Beaverton,Washington,Federally Qualified Health Center (FQHC),45.48572359,-122.81072792,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
107920,LANE COUNTY OREGON,West 11th Clinic,Eugene,Lane,Federally Qualified Health Center (FQHC),44.04822967,-123.14181612,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
105600,MOSAIC COMMUNITY HEALTH,Redmond Health Center,Redmond,Deschutes,Federally Qualified Health Center (FQHC),44.26472027,-121.17929223,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Forest Grove School-Based Health Center,Forest Grove,Washington,Federally Qualified Health Center (FQHC),45.53385189,-123.1207586,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
101120,Multnomah County,Roosevelt High School Student Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.58989661,-122.73870843,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
102970,ROGUE COMMUNITY HEALTH,Table Rock Health Center,White City,Jackson,Federally Qualified Health Center (FQHC),42.43040568,-122.84049851,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
107660,CENTRAL CITY CONCERN,Cedar Commons,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.50392833,-122.54597151,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER- CORNELIUS,Cornelius,Washington,Federally Qualified Health Center (FQHC),45.5206882,-123.05763582,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
102970,ROGUE COMMUNITY HEALTH,Rogue Dental Clinic,Medford,Jackson,Federally Qualified Health Center (FQHC),42.33882903,-122.86730451,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Community Pharmacy--Market Street,Medford,Jackson,Federally Qualified Health Center (FQHC),42.33730604,-122.8704002,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Community Health Center of Clatskanie,Clatskanie,Columbia,Federally Qualified Health Center (FQHC),46.10447187,-123.20916974,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
10E01385,CASCADE AIDS PROJECT,Prism Health,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.51623347,-122.64279255,,,,,
101030,YAKIMA VALLEY FARM WORKERS CLINIC,SALUD MEDICAL CENTER,Woodburn,Marion,Federally Qualified Health Center (FQHC),45.15247702,-122.84129572,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
102910,"KLAMATH HEALTH PARTNERSHIP, INC.",Pine Street Open Door,Klamath Falls,Klamath,Federally Qualified Health Center (FQHC),42.22422926,-121.78499302,9182.0,1116.0,4014.0,0.12154214768024396,0.43715966020474845
100760,"NORTHWEST HUMAN SERVICES, INC.",West Salem Clinic Mental Health,Salem,Polk,Federally Qualified Health Center (FQHC),44.94022628,-123.05987455,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
106290,OUTSIDE IN,Outside In 1226,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.51701584,-122.68599707,5847.0,922.0,3653.0,0.1576877030956046,0.6247648366683769
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Tigard School Based Health Center,Tigard,Washington,Federally Qualified Health Center (FQHC),45.40426252,-122.76878496,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
1014200,COUNTY OF LINCOLN,Community Shelter and Resource Center Lincoln City,Lincoln City,Lincoln,Federally Qualified Health Center (FQHC),44.98009103,-124.00965674,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
101120,Multnomah County,North Portland Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.59233901,-122.75731081,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
100760,"NORTHWEST HUMAN SERVICES, INC.",West Salem Dental Clinic,Salem,Polk,Federally Qualified Health Center (FQHC),44.94022628,-123.05987455,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
102080,ONE COMMUNITY HEALTH,Mobile Health Unit1,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.69615358,-121.51938091,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Mirasol Family Health Center,Hermiston,Umatilla,Federally Qualified Health Center (FQHC),45.8452427,-119.31178827,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
102360,COUNTY OF TILLAMOOK,Tillamook CHC 8th Street Annex,Tillamook,Tillamook,Federally Qualified Health Center (FQHC),45.45259089,-123.84250642,6021.0,1361.0,2332.0,0.22604218568344128,0.3873110778940375
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Evans Street Mental Health Integration Site,Mcminnville,Yamhill,Federally Qualified Health Center (FQHC),45.21264852,-123.19480969,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Milwaukie Dental,Portland,Clackamas,Federally Qualified Health Center (FQHC),45.4503339,-122.62789699,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Myrtle Creek Clinic,Myrtle Creek,Douglas,Federally Qualified Health Center (FQHC),43.01666784,-123.2938977,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Wellness Center,Medford,Jackson,Federally Qualified Health Center (FQHC),42.33670933,-122.87063473,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102970,ROGUE COMMUNITY HEALTH,South Ashland Health Center,Ashland,Jackson,Federally Qualified Health Center (FQHC),42.18565222,-122.67262978,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
10E00467,ADAPT,FQHC - Jackson Street,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.20924207,-123.34415484,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Beaverton Wellness Center,Beaverton,Washington,Federally Qualified Health Center (FQHC),45.50056333,-122.80925212,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
105600,MOSAIC COMMUNITY HEALTH,Courtney Health Center,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.07238058,-121.26680407,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
10E00507,OREGON HEALTH & SCIENCE UNIVERSITY,OHSU Family Medicine at Richmond,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.50457248,-122.6223252,12932.0,235.0,5412.0,0.018171976492421898,0.4184967522424992
102080,ONE COMMUNITY HEALTH,One Community Health - Hood River Valley High School Health Center,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.6848901,-121.54609252,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
100760,"NORTHWEST HUMAN SERVICES, INC.",TOTAL HEALTH COMMUNITY CLINIC,Monmouth,Polk,Federally Qualified Health Center (FQHC),44.84922747,-123.2238327,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
107660,CENTRAL CITY CONCERN,Golden West Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52527239,-122.67797442,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",ROSEBURG HIGH SCHOOL,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.21568,-123.3533,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",GLIDE CLINIC,Glide,Douglas,Federally Qualified Health Center (FQHC),43.30783026,-123.07778533,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
1014200,COUNTY OF LINCOLN,Coastal Healthcare - Lincoln City,Lincoln City,Lincoln,Federally Qualified Health Center (FQHC),44.95934712,-124.01346028,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
107920,LANE COUNTY OREGON,Charnelton Community Clinic,Eugene,Lane,Federally Qualified Health Center (FQHC),44.05232239,-123.09537425,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
100760,"NORTHWEST HUMAN SERVICES, INC.",WEST SALEM CLINIC,Salem,Polk,Federally Qualified Health Center (FQHC),44.94022628,-123.05987455,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall School Based Health Center,Coos Bay,Coos,Federally Qualified Health Center (FQHC),43.36084501,-124.22276655,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
101310,COUNTY OF CLACKAMAS,Sandy Health Center,Sandy,Clackamas,Federally Qualified Health Center (FQHC),45.39720722,-122.25473416,17686.0,1210.0,13255.0,0.0684156960307588,0.7494628519733122
107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",Bear Lodge,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.53485743,-122.62524554,5025.0,493.0,3097.0,0.09810945273631841,0.616318407960199
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Administration,Portland,Washington,Federally Qualified Health Center (FQHC),45.42561273,-122.75378471,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Myrtle Creek Dental Clinic,Myrtle Creek,Douglas,Federally Qualified Health Center (FQHC),43.02732166,-123.28458138,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Pacific Pediatrics,Woodburn,Marion,Federally Qualified Health Center (FQHC),45.15249127,-122.83631301,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall Behavior Health Center,Coos Bay,Coos,Federally Qualified Health Center (FQHC),43.37752654,-124.21487851,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Canby Medical and Dental Clinic,Canby,Clackamas,Federally Qualified Health Center (FQHC),45.26357902,-122.69554758,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
1014200,COUNTY OF LINCOLN,NEWPORT SCHOOL BASED HEALTH CENTER,Newport,Lincoln,Federally Qualified Health Center (FQHC),44.63888998,-124.04600001,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
102970,ROGUE COMMUNITY HEALTH,Medford Health Center,Medford,Jackson,Federally Qualified Health Center (FQHC),42.32717467,-122.86262096,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Rogue River Health Center,Rogue River,Jackson,Federally Qualified Health Center (FQHC),42.43564739,-123.16931647,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Ashland High School,Ashland,Jackson,Federally Qualified Health Center (FQHC),42.19070626,-122.69958875,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
101310,COUNTY OF CLACKAMAS,Clackamas Health Centers Administration,Oregon City,Clackamas,Federally Qualified Health Center (FQHC),45.33292724,-122.59876007,17686.0,1210.0,13255.0,0.0684156960307588,0.7494628519733122
100700,WHITE BIRD CLINIC,Chrysalis Behavioral Health,Eugene,Lane,Federally Qualified Health Center (FQHC),44.04751226,-123.08754656,4902.0,1202.0,3261.0,0.2452060383516932,0.6652386780905752
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINA GARCIA MEMORIAL HEALTH CENTER- HILLSBORO DENTAL,Hillsboro,Washington,Federally Qualified Health Center (FQHC),45.51834479,-122.97874468,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Prineville,Prineville,Crook,Federally Qualified Health Center (FQHC),44.30354005,-120.84836195,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
1018560,LA PINE COMMUNITY HEALTH CENTER,La Pine School Based Health Center,La Pine,Deschutes,Federally Qualified Health Center (FQHC),43.67855949,-121.50600993,6611.0,245.0,2533.0,0.03705944637725004,0.38314929662683406
101120,Multnomah County,Southeast Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.49604356,-122.62977915,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
