site_id,bhcmis_id,organization,site_name,address,city,county,type,status,latitude,longitude,source_date
BPS-H80-036091,100760,"NORTHWEST HUMAN SERVICES, INC.",QuickCare Clinic,1233 Edgewater St NW,Salem,Polk,Federally Qualified Health Center (FQHC),Active,44.94022628,-123.05987455,2026-09-14
BPS-H80-036133,100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",Siskiyou Community Health Center,"557 NE Westbrook Way, Suite B",Grants Pass,Josephine,Federally Qualified Health Center (FQHC),Active,42.43745901,-123.31749603,2026-09-14
BPS-H80-036449,1014200,COUNTY OF LINCOLN,Coastal Healthcare - Waldport,525 N Bay St,Waldport,Lincoln,Federally Qualified Health Center (FQHC),Active,44.42928599,-124.06185815,2026-09-14
BPS-H80-036451,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Rosewood Family Health Center,3530 SE 88th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.49702252,-122.57214124,2026-09-14
BPS-H80-036475,102970,ROGUE COMMUNITY HEALTH,South Ashland Health Center,2265 Ashland St,Ashland,Jackson,Federally Qualified Health Center (FQHC),Active,42.18565222,-122.67262978,2026-09-14
BPS-H80-036487,105600,MOSAIC COMMUNITY HEALTH,Mountain View School-Based Health Center,2755 NE 27th St,Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.07777194,-121.26566028,2026-09-14
BPS-H80-036534,1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall Behavior Health Center,"1300 N Bayshore Dr, Apartment 202",Coos Bay,Coos,Federally Qualified Health Center (FQHC),Active,43.37752654,-124.21487851,2026-09-14
BPS-H80-036676,1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall Dental Services,1885 Waite St,North Bend,Coos,Federally Qualified Health Center (FQHC),Active,43.38841363,-124.23774602,2026-09-14
BPS-H80-036709,101120,Multnomah County,Multnomah Mobile Clinic,1620 SE 190th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51125579,-122.46794773,2026-09-14
BPS-H80-036863,102970,ROGUE COMMUNITY HEALTH,Administration,1221 Disk Dr,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33793611,-122.89531591,2026-09-14
BPS-H80-036937,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Phoenix High School,745 N Rose St,Phoenix,Jackson,Federally Qualified Health Center (FQHC),Active,42.27585764,-122.82362767,2026-09-14
BPS-H80-036939,102080,ONE COMMUNITY HEALTH,One Community Health -- The Dalles Express Clinic,1010 Webber St,The Dalles,Wasco,Federally Qualified Health Center (FQHC),Active,45.60751506,-121.20545573,2026-09-14
BPS-H80-036993,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica at The OHRA Center,2350 Ashland St,Ashland,Jackson,Federally Qualified Health Center (FQHC),Active,42.18509961,-122.66943871,2026-09-14
BPS-H80-037036,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Rogue Primary School,600 S 2nd St,Central Point,Jackson,Federally Qualified Health Center (FQHC),Active,42.36974711,-122.9115095,2026-09-14
BPS-H80-037255,10E00467,ADAPT,FQHC Mobile Medical Clinic,3005 NE Diamond Lake Blvd,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.21260401,-123.31354497,2026-09-14
BPS-H80-037274,107660,CENTRAL CITY CONCERN,Evergreen Crossing,8225 NE Wasco St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.5326009,-122.57815215,2026-09-14
BPS-H80-037344,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Ashland High School,201 S Mountain Ave,Ashland,Jackson,Federally Qualified Health Center (FQHC),Active,42.19070626,-122.69958875,2026-09-14
BPS-H80-037652,10E00507,OREGON HEALTH & SCIENCE UNIVERSITY,"OHSU Health Family Medicine, East Portland","10101 SE Main St, Suite 1001",Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51439368,-122.55934702,2026-09-14
BPS-H80-037656,105600,MOSAIC COMMUNITY HEALTH,Sisters School-Based Health Center,535 N Reed St,Sisters,Deschutes,Federally Qualified Health Center (FQHC),Active,44.29566693,-121.57359321,2026-09-14
BPS-H80-037888,101630,VALLEY FAMILY HEALTH CARE INC,Valley Family Women and Children Clinic,840 SW 4th Ave,Ontario,Malheur,Federally Qualified Health Center (FQHC),Active,44.02405928,-116.97481669,2026-09-14
BPS-H80-037893,107920,LANE COUNTY OREGON,Mobile Van #1,3040 N Delta Hwy,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.09644825,-123.09590231,2026-09-14
BPS-H80-037925,100700,WHITE BIRD CLINIC,Harm Reduction & Treatment Center,647 Polk St,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.05276453,-123.11217905,2026-09-14
BPS-H80-038012,107660,CENTRAL CITY CONCERN,Mobile Service Unit 01,327 SE Yamhill St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.5161012,-122.66242674,2026-09-14
BPS-H80-038255,101310,COUNTY OF CLACKAMAS,Lake Road Health Center,6605 SE Lake Rd,Milwaukie,Clackamas,Federally Qualified Health Center (FQHC),Active,45.42610056,-122.59451849,2026-09-14
BPS-H80-038341,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Sutherlin Clinic,775 Taylor Rd,Sutherlin,Douglas,Federally Qualified Health Center (FQHC),Active,43.38122812,-123.32798489,2026-09-14
BPS-H80-038387,102080,ONE COMMUNITY HEALTH,One Community Health - Dufur School Health Center,802 NE 5th St,Dufur,Wasco,Federally Qualified Health Center (FQHC),Active,45.4550421,-121.12348283,2026-09-14
BPS-H80-038531,1010810,BENTON COUNTY,Children and Families,4185 SW Research Way,Corvallis,Benton,Federally Qualified Health Center (FQHC),Active,44.5521333,-123.29796108,2026-09-14
BPS-H80-038596,107920,LANE COUNTY OREGON,West 11th Clinic,3321 W 11th Ave,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.04822967,-123.14181612,2026-09-14
BPS-H80-038597,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School Based Health Center at Armadillo Community Charter School,302 W 1st St,Phoenix,Jackson,Federally Qualified Health Center (FQHC),Active,42.27252801,-122.81780862,2026-09-14
BPS-H80-038641,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA NW Outpatient Treatment & Recovery Services Program,355 NW Division St,Gresham,Multnomah,Federally Qualified Health Center (FQHC),Active,45.50488383,-122.43456713,2026-09-14
BPS-H80-038642,10E00062,NEHALEM BAY HEALTH CENTER AND PHARMACY,Nehalem Elementary School,36300 8th St,Nehalem,Tillamook,Federally Qualified Health Center (FQHC),Active,45.72066386,-123.89526003,2026-09-14
BPS-H80-038780,1010810,BENTON COUNTY,Sweet Home Health Center,1023 Main St,Sweet Home,Linn,Federally Qualified Health Center (FQHC),Active,44.3973372,-122.73169026,2026-09-14
BPS-H80-038783,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MOBILE VAN 2,1151 N Adair St,Cornelius,Washington,Federally Qualified Health Center (FQHC),Active,45.5206882,-123.05763582,2026-09-14
BPS-H80-038795,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Canby Medical and Dental Clinic,227 NW 3rd Ave,Canby,Clackamas,Federally Qualified Health Center (FQHC),Active,45.26357902,-122.69554758,2026-09-14
BPS-H80-038877,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Acute Care Clinic,638 Market St,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33732741,-122.86974582,2026-09-14
BPS-H80-038886,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Student Health & Wellness Center at Southern Oregon University,560 Indiana St,Ashland,Jackson,Federally Qualified Health Center (FQHC),Active,42.18474773,-122.69177606,2026-09-14
BPS-H80-039049,107920,LANE COUNTY OREGON,South Lane Clinic,"1275 S River Rd, Suite 200",Cottage Grove,Lane,Federally Qualified Health Center (FQHC),Active,43.78775113,-123.07163536,2026-09-14
BPS-H80-039050,10E00507,OREGON HEALTH & SCIENCE UNIVERSITY,Benson Wellness Center,546 NE 12th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52724683,-122.65204978,2026-09-14
BPS-H80-039116,1014200,COUNTY OF LINCOLN,Coastal Healthcare - Lincoln City,"1105 SE Jetty Ave, Suite C",Lincoln City,Lincoln,Federally Qualified Health Center (FQHC),Active,44.95934712,-124.01346028,2026-09-14
BPS-H80-039139,107660,CENTRAL CITY CONCERN,Mobile Service Unit 2,327 SE Yamhill St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.5161012,-122.66242674,2026-09-14
BPS-H80-039175,10E00062,NEHALEM BAY HEALTH CENTER AND PHARMACY,Nehalem Bay Health Center & Pharmacy,885 Nehalem Blvd,Wheeler,Tillamook,Federally Qualified Health Center (FQHC),Active,45.68918566,-123.8827782,2026-09-14
BPS-H80-039304,10E00492,THE WALLACE MEDICAL CONCERN,Wallace Student Health Center,1165 N Main Ave,Gresham,Multnomah,Federally Qualified Health Center (FQHC),Active,45.50544353,-122.43105697,2026-09-14
BPS-H80-039396,10E01202,WINDING WATERS MEDICAL CLINIC,Enterprise Pharmacy of Winding Waters,501 W North St,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),Active,45.42670347,-117.28299965,2026-09-14
BPS-H80-039453,106290,OUTSIDE IN,Outside In BH,1195 SW 11th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51705842,-122.68510398,2026-09-14
BPS-H80-039948,105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Redmond,1250 SW Veterans Way,Redmond,Deschutes,Federally Qualified Health Center (FQHC),Active,44.26484839,-121.1793535,2026-09-14
BPS-H80-039967,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Aviva Health - Reproductive & Women's Health Clinic,"2460 NW Stewart Pkwy, Ste 240",Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.23824023,-123.3696841,2026-09-14
BPS-H80-040065,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",RiverHouse,211 SE Caruthers St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.50621148,-122.66407881,2026-09-14
BPS-H80-040066,101120,Multnomah County,Fernhill Health Center,5530 NE 42nd Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.56305369,-122.62022663,2026-09-14
BPS-H80-040084,107660,CENTRAL CITY CONCERN,Puentes,215 SE 102nd Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52069675,-122.55877403,2026-09-14
BPS-H80-040103,107660,CENTRAL CITY CONCERN,16 x BRC Primary Care Clinic,1616 E Burnside St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52276402,-122.64924209,2026-09-14
BPS-H80-040112,107660,CENTRAL CITY CONCERN,16 x Burnside Recovery Center,1616 E Burnside St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52276402,-122.64924209,2026-09-14
BPS-H80-040205,102360,COUNTY OF TILLAMOOK,Tillamook County Community Health Center - Main Street Health Center,"800 Main Ave, Ste A",Tillamook,Tillamook,Federally Qualified Health Center (FQHC),Active,45.45242338,-123.84398742,2026-09-14
BPS-H80-040226,1014200,COUNTY OF LINCOLN,Community Shelter and Resource Center Lincoln City,2125 NW Highway 101,Lincoln City,Lincoln,Federally Qualified Health Center (FQHC),Active,44.98009103,-124.00965674,2026-09-14
BPS-H80-040227,1014200,COUNTY OF LINCOLN,Newport Community Shelter and Resource Center,351 SW 7th St,Newport,Lincoln,Federally Qualified Health Center (FQHC),Active,44.63386818,-124.05688827,2026-09-14
BPS-H80-040458,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Community Pharmacy--Market Street,616 Market St,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33730604,-122.8704002,2026-09-14
BPS-H80-040543,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER - SHERIDAN,222 SE Jefferson St,Sheridan,Yamhill,Federally Qualified Health Center (FQHC),Active,45.093726,-123.39367303,2026-09-14
BPS-H80-040573,102080,ONE COMMUNITY HEALTH,One Community Health - Wy'east Middle School,3000 Wyeast Rd,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.63777199,-121.55522042,2026-09-14
BPS-H80-040584,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Memorial Health Center  -  Center for Addition Triage and Treatment,5250 NE Elam Young Pkwy,Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.52842486,-122.93069534,2026-09-14
BPS-H80-040665,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Rogue River Health Center,225 Oak St,Rogue River,Jackson,Federally Qualified Health Center (FQHC),Active,42.43564739,-123.16931647,2026-09-14
BPS-H80-040700,102080,ONE COMMUNITY HEALTH,One Community Health - Hood River Middle School,1602 May St,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.70431122,-121.52801225,2026-09-14
BPS-H80-040931,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",Bear Lodge,3636 NE Broadway St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.53485743,-122.62524554,2026-09-14
BPS-H80-040939,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Mobile,931 Chevy Way,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.36094707,-122.87809009,2026-09-14
BPS-H80-041098,102080,ONE COMMUNITY HEALTH,Mobile Health Unit 3,849 Pacific Ave,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.69615358,-121.51938091,2026-09-14
BPS-H80-041122,10E00467,ADAPT,Bandon Community Health Center,"1010 1st St SE, Suite 110",Bandon,Coos,Federally Qualified Health Center (FQHC),Active,43.11940843,-124.39980592,2026-09-14
BPS-H80-041123,10E00467,ADAPT,Tichenor Wellness Center,1312 Tichenor St,Port Orford,Curry,Federally Qualified Health Center (FQHC),Active,42.74913539,-124.49634407,2026-09-14
BPS-H80-041124,10E00467,ADAPT,Coast Community Health Center - Behavioral Health,"1010 1st St SE, Suite 210",Bandon,Coos,Federally Qualified Health Center (FQHC),Active,43.11938991,-124.39982034,2026-09-14
BPS-H80-041125,10E00467,ADAPT,Brookings-Harbor School District-Brookings-Harbor High School,625 Pioneer Rd,Brookings,Curry,Federally Qualified Health Center (FQHC),Active,42.05752737,-124.27996239,2026-09-14
BPS-H80-041126,10E00467,ADAPT,Central Curry School District-Gold Beach High School,29516 Ellensburg Ave,Gold Beach,Curry,Federally Qualified Health Center (FQHC),Active,42.40802462,-124.42164405,2026-09-14
BPS-H80-041315,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Coastal Family Health Center,2275 Commercial St,Astoria,Clatsop,Federally Qualified Health Center (FQHC),Active,46.18929707,-123.81637517,2026-09-14
BPS-H80-041454,102970,ROGUE COMMUNITY HEALTH,Rogue Community Health Talent Health Center,49 Talent Ave,Talent,Jackson,Federally Qualified Health Center (FQHC),Active,42.24663371,-122.78773661,2026-09-14
BPS-H80-041466,105600,MOSAIC COMMUNITY HEALTH,Bend High School-Based Health Center,606 SE Glenwood Dr,Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.05126329,-121.29725611,2026-09-14
BPS-H80-041622,107660,CENTRAL CITY CONCERN,CENTRAL CITY CONCERN,121 NW Everett St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52551152,-122.67197071,2026-09-14
BPS-H80-041765,101120,Multnomah County,Cleveland Student Health Center @ Marshall,3905 SE 91st Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.4938128,-122.5729345,2026-09-14
BPS-H80-041970,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Child Advocacy Center,1128 SE Stephens St,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.20522299,-123.34936428,2026-09-14
BPS-LAL-030390,10E01385,CASCADE AIDS PROJECT,Cascade AIDS Project,"520 NW Davis St, Suite 215",Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.52428198,-122.67576503,2026-09-14
BPS-LAL-030392,10E01385,CASCADE AIDS PROJECT,Prism Health,2236 SE Belmont St,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.51624018,-122.64278291,2026-09-14
BPS-LAL-032077,10E01418,CASCADIA HEALTH,Cascadia Woodland Park Health Center,"10373 NE Hancock St, Ste 125",Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.53632414,-122.55590633,2026-09-14
BPS-LAL-032078,10E01418,CASCADIA HEALTH,Cascadia Garlington Health Center,3036 NE M L King Blvd,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.54499765,-122.66127063,2026-09-14
BPS-LAL-032079,10E01418,CASCADIA HEALTH,Cascadia Woodland Park Health Center,10373 NE Hancock St STE 200,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.53632414,-122.55590633,2026-09-14
BPS-LAL-032083,10E01418,CASCADIA HEALTH,Cascadia Health- Administrative Office,847 NE 19th Ave STE 100,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.52907438,-122.64649191,2026-09-14
BPS-LAL-038209,10E01418,CASCADIA HEALTH,Cascadia Talbert Health Center,12360 SE Sunnyside Rd,Clackamas,Clackamas,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.42740177,-122.53655252,2026-09-14
BPS-LAL-038324,10E01385,CASCADE AIDS PROJECT,Prism Health,15 N Morris St,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.54469041,-122.66697585,2026-09-14
BPS-LAL-040549,10E01418,CASCADIA HEALTH,Cascadia Plaza Health Center,"4212 SE Division St, Suite 100",Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.50499803,-122.6183464,2026-09-14
BPS-LAL-040550,10E01418,CASCADIA HEALTH,Cascadia Plaza Health Center 200,4212 SE Division St,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,Active,45.5049992,-122.61834623,2026-09-14
